,Number,Description,Old_length,Section,Seifim,Length,Sefaria
526,"סימן תקכ""ו",דין מת ביום טוב,12,OC,"ובו י""ב סעיפים",12,12
527,"סימן תקכ""ז",דיני עירוב תבשילין,24,OC,"ובו כ""ד סעיפים",24,24
528,"סימן תקכ""ח",דיני ערובי חצירות ביום טוב,2,OC,ובו ב' סעיפים,2,2
529,"סימן תקכ""ט",דיני שמחת יום טוב,4,OC,ובו ד' סעיפים,4,4
530,"סימן תק""ל",חול המועד אסור בקצת מלאכות,1,OC,ובו סעיף אחד,1,1
531,"סימן תקל""א",דיני גילוח בחול המועד,8,OC,ובו ח' סעיפים,8,8
532,"סימן תקל""ב",דין נטילת ציפורנים בחול המועד,2,OC,ובו ב' סעיפים,2,2
533,"סימן תקל""ג",מלאכות המותרים בחול המועד,5,OC,ובו ה' סעיפים,5,5
534,"סימן תקל""ד",דיני כיבוס בחול המועד,3,OC,ובו ג' סעיפים,3,3
535,"סימן תקל""ה",שלא לפנות מחצר לחצר בחול המועד,3,OC,ובו ג' סעיפים,3,3
536,"סימן תקל""ו",כל צורכי בהמה מותר לעשות בחול המועד,4,OC,ובו ד' סעיפים,4,4
537,"סימן תקל""ז",דין מלאכת דבר האבד,16,OC,"ובו ט""ז סעיפים",16,16
538,"סימן תקל""ח","כמה עניינים הנקראים ""דבר האבד""",6,OC,ובו ו' סעיפים,6,6
539,"סימן תקל""ט",דיני הסחורה בחול המועד,14,OC,"ובו י""ד סעיפים",14,14
540,"סימן תק""מ",דיני בנין וסתירה בחול המועד,8,OC,ובו ח' סעיפים,8,8
541,"סימן תקמ""א",דיני אריגה בחול המועד,5,OC,ובו ה' סעיפים,5,5
542,"סימן תקמ""ב",שלא לעשות מלאכה לאחרים בחול המועד אלא בחינם,2,OC,ובו ב' סעיפים,2,2
543,"סימן תקמ""ג",דין מלאכה על ידי אינו יהודי בחול המועד,3,OC,ובו ג' סעיפים,3,3
544,"סימן תקמ""ד",דין צורכי רבים בחול המועד,2,OC,ובו ב' סעיפים,2,2
545,"סימן תקמ""ה",דיני כתיבה בחול המועד,11,OC,"ובו י""א סעיפים",11,11
546,"סימן תקמ""ו",דיני אירוסין ונישואין בחול המועד,5,OC,ובו ה' סעיפים,5,5
547,"סימן תקמ""ז",דין מי שמת לו מת בחול המועד,12,OC,"ובו י""ב סעיפים",12,12
548,"סימן תקמ""ח",דין אבילות בחול המועד,20,OC,ובו כ' סעיפים,20,20
549,"סימן תקמ""ט",להתענות ארבעה צומות,2,OC,ובו ב' סעיפים,2,2
550,"סימן תק""נ",הבדל שיש בין תשעה באב ליתר צומות,4,OC,ובו ד' סעיפים,4,4
551,"סימן תקנ""א",דין שבוע שחל תשעה באב להיות בתוכה,18,OC,"ובו י""ח סעיפים",18,18
552,"סימן תקנ""ב",דיני ערב תשעה באב,12,OC,"ובו י""ב סעיפים",12,12
553,"סימן תקנ""ג",דין סעודה המפסקת,2,OC,ובו ב' סעיפים,2,2
554,"סימן תקנ""ד",דברים האסורים בתשעה באב,25,OC,"ובו כ""ה סעיפים",25,25
555,"סימן תקנ""ה",דיני תפילין וציצית בתשעה באב,2,OC,ובו ב' סעיפים,2,2
556,"סימן תקנ""ו",תשעה באב שחל ביום ראשון,1,OC,ובו סעיף אחד,1,1
557,"סימן תקנ""ז","לומר ""נחם"" ו""עננו"" בתשעה באב",1,OC,ובו סעיף אחד,1,1
558,"סימן תקנ""ח",במוצאי תשעה באב אין אוכלין בשר,1,OC,ובו סעיף אחד,1,1
559,"סימן תקנ""ט","מנהגי תשעה באב, ודין מילה בתשעה באב",10,OC,ובו י' סעיפים,10,10
560,"סימן תק""ס",לעשות זכר לחורבן,5,OC,ובו ה' סעיפים,5,5
561,"סימן תקס""א",דין הרואה ערי יהודה וירושלים והמקדש בחורבנן,5,OC,ובו ה' סעיפים,5,5
562,"סימן תקס""ב",דין קבלת התענית,13,OC,"ובו י""ג סעיפים",13,13
563,"סימן תקס""ג",דין מי שהרהר בלבו להתענות,1,OC,ובו סעיף אחד,1,1
564,"סימן תקס""ד",דין ליל שלפני התענית,1,OC,ובו סעיף אחד,1,1
565,"סימן תקס""ה","דין תפילת ""עננו""",6,OC,ובו ו' סעיפים,6,6
566,"סימן תקס""ו",דיני תענית ציבור,8,OC,ובו ח' סעיפים,8,8
567,"סימן תקס""ז","טעימה ורחיצת הפה, שמותר בתענית",3,OC,ובו ג' סעיפים,3,3
568,"סימן תקס""ח",דיני נדרי תענית,12,OC,"ובו י""ב סעיפים",12,12
569,"סימן תקס""ט",דין נודר בעת צרה,2,OC,ובו ב' סעיפים,2,2
570,"סימן תק""ע","דין חנוכה ופורים וימים שאין אומרים בהם תחינה, שנפגשו בתוך ימי נדרי תענית",3,OC,ובו ג' סעיפים,3,3
571,"סימן תקע""א",מי הם החוטאים לישב בתענית,3,OC,ובו ג' סעיפים,3,3
572,"סימן תקע""ב",באיזה ימים אין גוזרים תענית ציבור,3,OC,ובו ג' סעיפים,3,3
573,"סימן תקע""ג",שבטלה מגילת תענית,1,OC,ובו סעיף אחד,1,1
574,"סימן תקע""ד",שנותנין בתענית חומרי המקום שיצא ושהלך לשם,5,OC,ובו ה' סעיפים,5,5
575,"סימן תקע""ה",דיני תעניות שמתפללין בארץ ישראל על הגשמים,13,OC,"ובו י""ג סעיפים",13,13
576,"סימן תקע""ו",על איזה דברים מתענין ומתריעין,16,OC,"ובו ט""ז סעיפים",16,16
577,"סימן תקע""ז","אם נתרבה הגשמים עד שמטשטשים הקרקע, איך מתנהגים",1,OC,ובו סעיף אחד,1,1
578,"סימן תקע""ח",שכל יחיד יתענה ויתפלל על צרתו,1,OC,ובו סעיף אחד,1,1
579,"סימן תקע""ט",סדר תפילות באלו התעניות,3,OC,ובו ג' סעיפים,3,3
580,"סימן תק""פ",ימים שמתענים בהם,3,OC,ובו ג' סעיפים,3,3
581,"סימן תקפ""א","דיני ימי תחנונים, וערב ראש השנה",4,OC,ובו ד' סעיפים,4,4
582,"סימן תקפ""ב",סדר תפילת עשרת ימי תשובה וראש השנה,9,OC,ובו ט' סעיפים,9,9
583,"סימן תקפ""ג",דברים שנוהגים לאכול בליל ראש השנה,2,OC,ובו ב' סעיפים,2,2
584,"סימן תקפ""ד",סדר קריאת התורה בראש השנה,4,OC,ובו ד' סעיפים,4,4
585,"סימן תקפ""ה",דין ברכת השופר,5,OC,ובו ה' סעיפים,5,5
586,"סימן תקפ""ו",דיני שופר של ראש השנה,23,OC,"ובו כ""ג סעיפים",23,23
587,"סימן תקפ""ז",דין התוקע לתוך הבור,3,OC,ובו ג' סעיפים,3,3
588,"סימן תקפ""ח",זמן תקיעת שופר,5,OC,ובו ה' סעיפים,5,5
589,"סימן תקפ""ט",מי הם הראויים לתקיעת שופר,9,OC,ובו ט' סעיפים,9,9
590,"סימן תק""צ",סדר הראוי לתקיעת שופר,9,OC,ובו ט' סעיפים,9,9
591,"סימן תקצ""א",סדר תפילת מוסף ביחיד,8,OC,ובו ח' סעיפים,8,8
592,"סימן תקצ""ב","תפילת מוסף בקול רם, וסדר התקיעות",4,OC,ובו ד' סעיפים,4,4
593,"סימן תקצ""ג",אם הברכות והתקיעות מעכבות זו את זו,2,OC,ובו ב' סעיפים,2,2
594,"סימן תקצ""ד",יחיד שלא התפלל – אין חברו מוציאו,1,OC,ובו סעיף אחד,1,1
595,"סימן תקצ""ה",מי שאינו בקי לא בתקיעות ולא בתפילה,1,OC,ובו סעיף אחד,1,1
596,"סימן תקצ""ו",לאחר התפילה מריעים,1,OC,ובו סעיף אחד,1,1
597,"סימן תקצ""ז",אם מותר להתענות בראש השנה,3,OC,ובו ג' סעיפים,3,3
598,"סימן תקצ""ח",ראש השנה שחל להיות בשבת,1,OC,ובו סעיף אחד,1,1
599,"סימן תקצ""ט",ליל ראש השנה שחל להיות במוצאי שבת,1,OC,ובו סעיף אחד,1,1
600,"סימן ת""ר","ביצה שנולדה בראש השנה, ודיני הקידוש",3,OC,ובו ג' סעיפים,3,3
601,"סימן תר""א",סדר יום שני של ראש השנה,2,OC,ובו ב' סעיפים,2,2
602,"סימן תר""ב",סדר עשרת ימי תשובה,1,OC,ובו סעיף אחד,1,2
603,"סימן תר""ג",להיזהר מפת של עובדי כוכבים בעשרת ימי תשובה,1,OC,ובו סעיף אחד,1,1
604,"סימן תר""ד",סדר ערב יום הכיפורים,2,OC,ובו ב' סעיפים,2,2
605,"סימן תר""ה",מנהג כפרות בערב יום הכיפורים,1,OC,ובו סעיף אחד,1,1
606,"סימן תר""ו",שיפייס אדם חברו בערב יום הכיפורים,4,OC,ובו ד' סעיפים,4,4
607,"סימן תר""ז",סדר הוידוי במנחה בערב יום כיפור,6,OC,ובו ו' סעיפים,6,6
608,"סימן תר""ח",סדר סעודה המפסקת,4,OC,ובו ד' סעיפים,4,4
609,"סימן תר""ט",הטמנת חמין בערב יום כיפור,1,OC,ובו סעיף אחד,1,1
610,"סימן תר""י",הדלקת נרות ביום כיפור,4,OC,ובו ד' סעיפים,4,4
611,"סימן תרי""א",שליל יום הכיפורים – דינו כיומו,2,OC,ובו ב' סעיפים,2,2
612,"סימן תרי""ב","איסור אכילה ביום כיפור, ושיעור כמותה",10,OC,ובו י' סעיפים,10,10
613,"סימן תרי""ג",איסור רחיצה ביום כיפור,12,OC,"ובו י""ב סעיפים",12,12
614,"סימן תרי""ד",דיני סיכה ונעילת הסנדל,4,OC,ובו ד' סעיפים,4,4
615,"סימן תרט""ו",יום הכיפורים אסור בתשמיש המיטה,2,OC,ובו ב' סעיפים,2,2
616,"סימן תרט""ז",הקטנים מתי יתחילו להתענות,2,OC,ובו ב' סעיפים,2,2
617,"סימן תרי""ז",דין עוברה ומניקה ויולדת ביום הכיפורים,4,OC,ובו ד' סעיפים,4,4
618,"סימן תרי""ח",דין חולה ביום הכיפורים,10,OC,ובו י' סעיפים,10,10
619,"סימן תרי""ט",סדר ליל ביום הכיפורים,6,OC,ובו ו' סעיפים,6,6
620,"סימן תר""כ",מנהג יפה לקצר בתפילת שחרית,1,OC,ובו סעיף אחד,1,1
621,"סימן תרכ""א",סדר קריאת התורה ומילה ביום כיפור,6,OC,ובו ו' סעיפים,6,6
622,"סימן תרכ""ב",סדר תפילת מנחה,4,OC,ובו ד' סעיפים,4,4
623,"סימן תרכ""ג",סדר תפילת נעילה,6,OC,ובו ו' סעיפים,6,6
624,"סימן תרכ""ד",סדר מוצאי יום הכיפורים,5,OC,ובו ה' סעיפים,5,5
625,"סימן תרכ""ה","""בסוכות תשבו שבעת ימים""",1,OC,ובו סעיף אחד,1,1
626,"סימן תרכ""ו",העושה סוכה תחת האילן או תחת הגג,3,OC,ובו ג' סעיפים,3,3
627,"סימן תרכ""ז",דיני הישן בסוכה,4,OC,ובו ד' סעיפים,4,4
628,"סימן תרכ""ח",דיני סוכה שתחת סוכה,3,OC,ובו ג' סעיפים,3,3
629,"סימן תרכ""ט",ממה צריך להיות הסכך,19,OC,"ובו י""ט סעיפים",19,19
630,"סימן תר""ל",דיני דפנות הסוכה,13,OC,"ובו י""ג סעיפים",13,13
631,"סימן תרל""א","סוכה שחמתה מרובה מצלתה, ויתר דיני הסכך",10,OC,ובו י' סעיפים,10,10
632,"סימן תרל""ב",דברים הפוסלים בסכך,4,OC,ובו ד' סעיפים,4,4
633,"סימן תרל""ג",דין גובה הסוכה,10,OC,ובו י' סעיפים,10,10
634,"סימן תרל""ד",שלא תהיה פחות מן שבעה על שבעה,4,OC,ובו ד' סעיפים,4,4
635,"סימן תרל""ה","דין סוכת גנב""ך ורקב""ש",1,OC,ובו סעיף אחד,1,1
636,"סימן תרל""ו",דין סוכה ישנה,2,OC,ובו ב' סעיפים,2,2
637,"סימן תרל""ז",דין סוכה שאולה וגזולה,3,OC,ובו ג' סעיפים,3,3
638,"סימן תרל""ח",סוכה ונויה אסורין כל שבעה,2,OC,ובו ב' סעיפים,2,2
639,"סימן תרל""ט",דיני ישיבת סוכה,8,OC,ובו ח' סעיפים,8,8
640,"סימן תר""מ",מי הם הפטורים מישיבת סוכה,10,OC,ובו י' סעיפים,10,10
641,"סימן תרמ""א","שאין מברכין ""שהחיינו"" על עשיית הסוכה",1,OC,ובו סעיף אחד,1,1
642,"סימן תרמ""ב",אם חל יום ראשון של סוכות להיות בשבת,1,OC,ובו סעיף אחד,1,1
643,"סימן תרמ""ג",סדר הקידוש,3,OC,ובו ג' סעיפים,3,3
644,"סימן תרמ""ד",סדר הלל כל ימי החג,2,OC,ובו ב' סעיפים,2,2
645,"סימן תרמ""ה",דיני לולב,9,OC,ובו ט' סעיפים,9,9
646,"סימן תרמ""ו",דיני הדס,11,OC,"ובו י""א סעיפים",11,11
647,"סימן תרמ""ז",דיני ערבה,2,OC,ובו ב' סעיפים,2,2
648,"סימן תרמ""ח",דברים הפסולים באתרוג,22,OC,"ובו כ""ב סעיפים",22,22
649,"סימן תרמ""ט",דברים הפוסלים בארבעה מינים,6,OC,ובו ו' סעיפים,6,6
650,"סימן תר""נ",שיעור הדס וערבה,2,OC,ובו ב' סעיפים,2,2
651,"סימן תרנ""א",נטילת הלולב וברכתו,15,OC,"ובו ט""ו סעיפים",15,15
652,"סימן תרנ""ב",זמן נטילת לולב,2,OC,ובו ב' סעיפים,2,2
653,"סימן תרנ""ג",הדס אסור להריח בו,2,OC,ובו ב' סעיפים,2,2
654,"סימן תרנ""ד",שיכול להחזיר הלולב במים ביום טוב,1,OC,ובו סעיף אחד,1,1
655,"סימן תרנ""ה",גוי שהביא לולב לישראל מחוץ לתחום,1,OC,ובו סעיף אחד,1,1
656,"סימן תרנ""ו",שצריך לחזור אחרי הידור מצוה בקניית האתרוג,1,OC,ובו סעיף אחד,1,1
657,"סימן תרנ""ז",קטן היודע לנענע,1,OC,ובו סעיף אחד,1,1
658,"סימן תרנ""ח",דיני לולב ביום טוב ראשון,9,OC,ובו ט' סעיפים,9,9
659,"סימן תרנ""ט",סדר קריאת התורה בסוכות,1,OC,ובו סעיף אחד,1,1
660,"סימן תר""ס",סדר הקף הבימה,3,OC,ובו ג' סעיפים,3,3
661,"סימן תרס""א","בליל יום טוב שני אומר קידוש, וזמן אחריו מיד",1,OC,ובו סעיף אחד,1,1
662,"סימן תרס""ב",סדר תפילת יום שני של סוכות,3,OC,ובו ג' סעיפים,3,3
663,"סימן תרס""ג",סדר תפלת חול המועד,3,OC,ובו ג' סעיפים,3,3
664,"סימן תרס""ד",סדר יום הושענא רבא,11,OC,"ובו י""א סעיפים",11,11
665,"סימן תרס""ה",אתרוג אסור לאכול בשביעי,2,OC,ובו ב' סעיפים,2,2
666,"סימן תרס""ו",דיני סוכה ביום השביעי,1,OC,ובו סעיף אחד,1,1
667,"סימן תרס""ז",סוכה ונוייה אסורין גם כל שמיני,1,OC,ובו סעיף אחד,1,1
668,"סימן תרס""ח",סדר תפילת ליל שמיני ויומו,2,OC,ובו ב' סעיפים,2,2
669,"סימן תרס""ט",סדר יום שמחת תורה,1,OC,ובו סעיף אחד,1,1
670,"סימן ער""ת",דברים האסורים והמותרים בחנוכה,3,OC,ובו ג' סעיפים,3,3
671,"סימן תרע""א","סדר הדלקת נר חנוכה, ומקום הנחתו",8,OC,ובו ח' סעיפים,8,8
672,"סימן תרע""ב",זמן הדלקת נר חנוכה,2,OC,ובו ב' סעיפים,2,2
673,"סימן תרע""ג",שמנים ופתילות הכשרות לחנוכה,4,OC,ובו ד' סעיפים,4,4
674,"סימן תרע""ד",שמותר להדליק מנר לנר,2,OC,ובו ב' סעיפים,2,2
675,"סימן תרע""ה","שהדלקה עושה מצוה, ולא הנחה",3,OC,ובו ג' סעיפים,3,3
676,"סימן תרע""ו",סדר הברכות וההדלקה,5,OC,ובו ה' סעיפים,5,5
677,"סימן תרע""ז",דין אכסנאי בחנוכה,4,OC,ובו ד' סעיפים,4,4
678,"סימן תרע""ח",נר של שבת קודם לנר של חנוכה,1,OC,ובו סעיף אחד,1,1
679,"סימן תרע""ט",בערב שבת מלדיקין נר חנוכה תחילה,1,OC,ובו סעיף אחד,1,1
680,"סימן תר""פ",שלא להניח הנרות סמוך לפתח בליל שבת,2,OC,ובו ב' סעיפים,2,2
681,"סימן תרפ""א",אין מבדילין בנר חנוכה במוצאי שבת,2,OC,ובו ב' סעיפים,2,2
682,"סימן תרפ""ב","דין ""על הניסים"" בחנוכה",3,OC,ובו ג' סעיפים,3,3
683,"סימן תרפ""ג",כל שמונת ימי חנוכה גומרין את ההלל,1,OC,ובו סעיף אחד,1,1
684,"סימן תרפ""ד",סדר קריאת התורה בחנוכה,3,OC,ובו ג' סעיפים,3,3
685,"סימן תרפ""ה",סדר ארבע פרשיות,7,OC,ובו ז' סעיפים,7,7
686,"סימן תרפ""ו",דין תענית אסתר,3,OC,ובו ג' סעיפים,3,3
687,"סימן תרפ""ז",חיוב קריאת המגילה,2,OC,ובו ב' סעיפים,2,2
688,"סימן תרפ""ח",דין כרכים המוקפים חומה מימות יהושע בן נון,8,OC,ובו ח' סעיפים,8,8
689,"סימן תרפ""ט",שהכל חייבים בקריאת מגילה,6,OC,ובו ו' סעיפים,6,6
690,"סימן תר""צ",דיני קריאת המגילה,18,OC,"ובו י""ח סעיפים",18,18
691,"סימן תרצ""א",דיני כתיבת המגילה ותפירתה,11,OC,"ובו י""א סעיפים",11,11
692,"סימן תרצ""ב",דיני ברכות המגילה,4,OC,ובו ד' סעיפים,4,4
693,"סימן תרצ""ג",סדר תפילת פורים,4,OC,ובו ד' סעיפים,4,4
694,"סימן תרצ""ד",דין מעות פורים לעניים,4,OC,ובו ד' סעיפים,4,4
695,"סימן תרצ""ה",דיני סעודת פורים,4,OC,ובו ד' סעיפים,4,4
696,"סימן תרצ""ו",דיני הספד ותענית ועשיית מלאכה בפורים,8,OC,ובו ח' סעיפים,8,8
697,"סימן תרצ""ז","אין אומרים תחינה בארבעה עשר וחמישה עשר שבאדר ראשון, ודין תענית והספד בהן",1,OC,ובו סעיף אחד,1,1
